locus_tag	ftype	length_bp	gene	EC_number	COG	product
LHHIPBPA_01583	CDS	888	hutG	3.5.3.8	COG0010	Formimidoylglutamase
LHHIPBPA_01584	CDS	1218	hutI_4	3.5.2.7	COG1228	Imidazolonepropionase
LHHIPBPA_01585	CDS	603	ydjA	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YdjA
LHHIPBPA_01586	CDS	651				hypothetical protein
LHHIPBPA_01587	CDS	822	cysE	2.3.1.30	COG1045	Serine acetyltransferase
LHHIPBPA_01588	CDS	213				hypothetical protein
LHHIPBPA_01589	CDS	543				hypothetical protein
LHHIPBPA_01590	CDS	870	prmC_2	2.1.1.297		Release factor glutamine methyltransferase
LHHIPBPA_01591	CDS	465				hypothetical protein
LHHIPBPA_01592	CDS	1866				hypothetical protein
LHHIPBPA_01593	CDS	990	iolS	1.1.1.-	COG0667	Aldo-keto reductase IolS
LHHIPBPA_01594	CDS	1245				hypothetical protein
LHHIPBPA_01595	CDS	2337	ligA	6.5.1.2		DNA ligase
LHHIPBPA_01596	CDS	978				hypothetical protein
LHHIPBPA_01597	CDS	552				hypothetical protein
LHHIPBPA_01598	CDS	1509	gppA	3.6.1.40		Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase
LHHIPBPA_01599	CDS	2223	ppk	2.7.4.1	COG0855	Polyphosphate kinase
LHHIPBPA_01600	CDS	1014				hypothetical protein
LHHIPBPA_01601	CDS	546				hypothetical protein
LHHIPBPA_01602	CDS	720	yfcG_2	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
LHHIPBPA_01603	CDS	303				hypothetical protein
LHHIPBPA_01604	CDS	657				hypothetical protein
LHHIPBPA_01605	CDS	837		4.2.1.150	COG1024	Crotonyl-CoA hydratase
LHHIPBPA_01606	CDS	858				hypothetical protein
LHHIPBPA_01607	CDS	777				hypothetical protein
LHHIPBPA_01608	CDS	1482				hypothetical protein
LHHIPBPA_01609	CDS	702				hypothetical protein
LHHIPBPA_01610	CDS	942				hypothetical protein
LHHIPBPA_01611	CDS	939				hypothetical protein
LHHIPBPA_01612	CDS	1452	murJ_2			lipid II flippase MurJ
LHHIPBPA_01613	CDS	1611				hypothetical protein
LHHIPBPA_01614	tRNA	92				tRNA-Ser(gct)
LHHIPBPA_01615	CDS	1104				hypothetical protein
LHHIPBPA_01616	CDS	753	pppA		COG1989	Prepilin peptidase PppA
LHHIPBPA_01617	CDS	1554				hypothetical protein
LHHIPBPA_01618	CDS	2643				hypothetical protein
LHHIPBPA_01619	CDS	873				hypothetical protein
LHHIPBPA_01620	CDS	2094	gspD2			Secretin GspD 2
LHHIPBPA_01621	CDS	1524	epsE		COG2804	Type II secretion system protein E
LHHIPBPA_01622	CDS	1218	epsF		COG1459	Type II secretion system protein F
LHHIPBPA_01623	CDS	513				hypothetical protein
LHHIPBPA_01624	CDS	399				hypothetical protein
LHHIPBPA_01625	CDS	381				hypothetical protein
LHHIPBPA_01626	CDS	663	xcpW		COG4795	Type II secretion system protein J
LHHIPBPA_01627	CDS	957	gspK		COG3156	Putative type II secretion system protein K
LHHIPBPA_01628	CDS	1104				hypothetical protein
LHHIPBPA_01629	CDS	492				hypothetical protein
LHHIPBPA_01630	CDS	687				hypothetical protein
LHHIPBPA_01631	CDS	642				hypothetical protein
LHHIPBPA_01632	CDS	465				hypothetical protein
LHHIPBPA_01633	CDS	306	ubiJ			Ubiquinone biosynthesis accessory factor UbiJ
LHHIPBPA_01634	CDS	1209	bbsG_1	1.3.8.3		(R)-benzylsuccinyl-CoA dehydrogenase
LHHIPBPA_01635	CDS	1038	alr	5.1.1.1	COG0787	Alanine racemase, biosynthetic
LHHIPBPA_01636	CDS	1974	deaD	3.6.4.13		ATP-dependent RNA helicase DeaD
LHHIPBPA_01637	CDS	441				hypothetical protein
LHHIPBPA_01638	CDS	417				hypothetical protein
LHHIPBPA_01639	tRNA	75				tRNA-Val(cac)
LHHIPBPA_01640	CDS	687	mupP	3.1.3.105	COG0546	N-acetylmuramic acid 6-phosphate phosphatase
LHHIPBPA_01641	CDS	1356	glmU			Bifunctional protein GlmU
LHHIPBPA_01642	CDS	741	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
LHHIPBPA_01643	CDS	951				hypothetical protein
LHHIPBPA_01644	CDS	954				hypothetical protein
LHHIPBPA_01645	CDS	1386	garB	1.8.1.16		Glutathione amide reductase
LHHIPBPA_01646	CDS	1374	aroH	2.5.1.54	COG3200	Phospho-2-dehydro-3-deoxyheptonate aldolase
LHHIPBPA_01647	CDS	597	pheA		COG0077	Bifunctional chorismate mutase/prephenate dehydratase
LHHIPBPA_01648	CDS	699				hypothetical protein
LHHIPBPA_01649	CDS	786				hypothetical protein
LHHIPBPA_01650	CDS	1410	bepA_3	3.4.-.-		Beta-barrel assembly-enhancing protease
LHHIPBPA_01651	CDS	2655	rne	3.1.26.12		Ribonuclease E
LHHIPBPA_01652	CDS	1230	amiC	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiC
LHHIPBPA_01653	CDS	741	exoX	3.1.11.-	COG0847	Exodeoxyribonuclease 10
LHHIPBPA_01654	CDS	2424	mrcA		COG5009	Penicillin-binding protein 1A
LHHIPBPA_01655	CDS	1020	prfB		COG1186	Peptide chain release factor RF2
LHHIPBPA_01656	CDS	540				hypothetical protein
LHHIPBPA_01657	CDS	1152				hypothetical protein
LHHIPBPA_01658	CDS	468	bcp	1.11.1.15	COG1225	Putative peroxiredoxin bcp
LHHIPBPA_01659	CDS	1257	tyrS	6.1.1.1		Tyrosine--tRNA ligase
LHHIPBPA_01660	CDS	579				hypothetical protein
LHHIPBPA_01661	CDS	1203				hypothetical protein
LHHIPBPA_01662	CDS	345				hypothetical protein
LHHIPBPA_01663	CDS	651				hypothetical protein
LHHIPBPA_01664	CDS	486	iscR		COG1959	HTH-type transcriptional regulator IscR
LHHIPBPA_01665	CDS	1140	nifS	2.8.1.7	COG1104	Cysteine desulfurase NifS
LHHIPBPA_01666	CDS	1467	sufB		COG0719	FeS cluster assembly protein SufB
LHHIPBPA_01667	CDS	750	sufC		COG0396	putative ATP-dependent transporter SufC
LHHIPBPA_01668	CDS	1032	sufD		COG0719	FeS cluster assembly protein SufD
LHHIPBPA_01669	CDS	1239	sufS	2.8.1.7	COG0520	Cysteine desulfurase
LHHIPBPA_01670	CDS	396				hypothetical protein
LHHIPBPA_01671	CDS	399	erpA_2		COG0316	Iron-sulfur cluster insertion protein ErpA
LHHIPBPA_01672	CDS	219				hypothetical protein
LHHIPBPA_01673	CDS	804				hypothetical protein
LHHIPBPA_01674	CDS	1056	vdcA	2.7.7.65		Diguanylate cyclase VdcA
LHHIPBPA_01675	CDS	1605	rhlE_1	3.6.4.13		ATP-dependent RNA helicase RhlE
LHHIPBPA_01676	CDS	363				hypothetical protein
LHHIPBPA_01677	CDS	702	pgdA	3.5.1.104	COG0726	Peptidoglycan-N-acetylglucosamine deacetylase
LHHIPBPA_01678	tRNA	77				tRNA-Asp(gtc)
LHHIPBPA_01679	CDS	1710	abgT_2		COG2978	p-aminobenzoyl-glutamate transport protein
LHHIPBPA_01680	CDS	378	ndhC	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 3
LHHIPBPA_01681	CDS	654	ndhK	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit K, chloroplastic
LHHIPBPA_01682	CDS	621	nqo5	7.1.1.-	COG0852	NADH-quinone oxidoreductase chain 5
LHHIPBPA_01683	CDS	411				hypothetical protein
LHHIPBPA_01684	CDS	1260	nuoD	7.1.1.-	COG0649	NADH-quinone oxidoreductase subunit D
LHHIPBPA_01685	CDS	663	nqo2	7.1.1.-	COG1905	NADH-quinone oxidoreductase chain 2
LHHIPBPA_01686	CDS	267				hypothetical protein
LHHIPBPA_01687	CDS	1314	nqo1	7.1.1.-	COG1894	NADH-quinone oxidoreductase chain 1
LHHIPBPA_01688	CDS	471				hypothetical protein
LHHIPBPA_01689	CDS	147				hypothetical protein
LHHIPBPA_01690	CDS	2046	nqo3	7.1.1.-	COG1034	NADH-quinone oxidoreductase chain 3
LHHIPBPA_01691	CDS	1182	nuoH	7.1.1.-	COG1005	NADH-quinone oxidoreductase subunit H
LHHIPBPA_01692	CDS	219				hypothetical protein
LHHIPBPA_01693	CDS	492	nuoI	7.1.1.-	COG1143	NADH-quinone oxidoreductase subunit I
LHHIPBPA_01694	CDS	627	nuoJ	7.1.1.-	COG0839	NADH-quinone oxidoreductase subunit J
LHHIPBPA_01695	CDS	309	nuoK	7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit K
LHHIPBPA_01696	CDS	2106	nuoL	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
LHHIPBPA_01697	CDS	1488	nuoM	7.1.1.-	COG1008	NADH-quinone oxidoreductase subunit M
LHHIPBPA_01698	CDS	1446	nuoN	7.1.1.-	COG1007	NADH-quinone oxidoreductase subunit N
LHHIPBPA_01699	CDS	753	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
LHHIPBPA_01700	CDS	780	coaX	2.7.1.33	COG1521	Type III pantothenate kinase
LHHIPBPA_01701	CDS	1674	rnj	3.1.-.-	COG0595	Ribonuclease J
LHHIPBPA_01702	CDS	741	pyrH	2.7.4.22	COG0528	Uridylate kinase
LHHIPBPA_01703	CDS	558	frr		COG0233	Ribosome-recycling factor
LHHIPBPA_01704	CDS	768	ispU	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
LHHIPBPA_01705	CDS	2010	dxr	1.1.1.267		1-deoxy-D-xylulose 5-phosphate reductoisomerase
LHHIPBPA_01706	CDS	1215	mmpA	3.4.24.-	COG0750	Metalloprotease MmpA
LHHIPBPA_01707	CDS	2451	bamA		COG4775	Outer membrane protein assembly factor BamA
LHHIPBPA_01708	CDS	579				hypothetical protein
LHHIPBPA_01709	CDS	1005	lpxD_1	2.3.1.-		UDP-3-O-acylglucosamine N-acyltransferase
LHHIPBPA_01710	CDS	465	fabZ	4.2.1.59		3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
LHHIPBPA_01711	CDS	789	lpxA	2.3.1.129	COG1043	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
LHHIPBPA_01712	CDS	771	lpxI	3.6.1.54	COG3494	UDP-2,3-diacylglucosamine pyrophosphatase LpxI
LHHIPBPA_01713	CDS	1170	lpxB	2.4.1.182	COG0763	Lipid-A-disaccharide synthase
LHHIPBPA_01714	CDS	1302	gltA	2.3.3.16	COG0372	Citrate synthase
LHHIPBPA_01715	CDS	1425	gltX_2	6.1.1.17		Glutamate--tRNA ligase
LHHIPBPA_01716	CDS	690	lexA	3.4.21.88	COG1974	LexA repressor
LHHIPBPA_01717	CDS	792	trpC	4.1.1.48		Indole-3-glycerol phosphate synthase
LHHIPBPA_01718	CDS	1035	trpD	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
LHHIPBPA_01719	CDS	591	trpG	4.1.3.27	COG0512	Anthranilate synthase component 2
LHHIPBPA_01720	CDS	183				hypothetical protein
LHHIPBPA_01721	CDS	1512	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
LHHIPBPA_01722	CDS	1935				hypothetical protein
LHHIPBPA_01723	CDS	747	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
LHHIPBPA_01724	CDS	420				hypothetical protein
LHHIPBPA_01725	CDS	1653	pyrG	6.3.4.2	COG0504	CTP synthase
LHHIPBPA_01726	CDS	1446	safD	1.2.1.73	COG1012	Sulfoacetaldehyde dehydrogenase
LHHIPBPA_01727	CDS	669				hypothetical protein
LHHIPBPA_01728	CDS	1833				hypothetical protein
LHHIPBPA_01729	CDS	651				hypothetical protein
LHHIPBPA_01730	CDS	1002		5.1.1.8		4-hydroxyproline 2-epimerase
LHHIPBPA_01731	CDS	897	dapA_1	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
LHHIPBPA_01732	CDS	1248	dadA1	1.4.99.-	COG0665	D-amino acid dehydrogenase 1
LHHIPBPA_01733	CDS	261				hypothetical protein
LHHIPBPA_01734	CDS	1425	gltD	1.4.1.13		Glutamate synthase [NADPH] small chain
LHHIPBPA_01735	CDS	4464	gltB	1.4.1.13		Glutamate synthase [NADPH] large chain
LHHIPBPA_01736	tRNA	90				tRNA-Ser(tga)
LHHIPBPA_01737	CDS	849	rlpA	4.2.2.-	COG0797	Endolytic peptidoglycan transglycosylase RlpA
LHHIPBPA_01738	CDS	627	tmk	2.7.4.9	COG0125	Thymidylate kinase
LHHIPBPA_01739	CDS	981				hypothetical protein
LHHIPBPA_01740	CDS	789	dtd3	3.1.1.96		D-aminoacyl-tRNA deacylase
LHHIPBPA_01741	CDS	807				hypothetical protein
LHHIPBPA_01742	CDS	1059				hypothetical protein
LHHIPBPA_01743	CDS	1005	hemB	4.2.1.24	COG0113	Delta-aminolevulinic acid dehydratase
LHHIPBPA_01744	CDS	1140	acdA_2	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
LHHIPBPA_01745	CDS	333				hypothetical protein
LHHIPBPA_01746	CDS	1047	caiD	4.2.1.149		Carnitinyl-CoA dehydratase
LHHIPBPA_01747	CDS	786				hypothetical protein
LHHIPBPA_01748	CDS	906	mmsB	1.1.1.31	COG2084	3-hydroxyisobutyrate dehydrogenase
LHHIPBPA_01749	CDS	1359	hemA	2.3.1.37	COG0156	5-aminolevulinate synthase
LHHIPBPA_01750	CDS	1284	glyA2	2.1.2.1		Serine hydroxymethyltransferase 2
LHHIPBPA_01751	CDS	459	nrdR		COG1327	Transcriptional repressor NrdR
LHHIPBPA_01752	CDS	645	ribD		COG0117	Riboflavin biosynthesis protein RibD
LHHIPBPA_01753	CDS	591	ribE	2.5.1.9		Riboflavin synthase
LHHIPBPA_01754	CDS	1134	ribBA		COG0108	Riboflavin biosynthesis protein RibBA
LHHIPBPA_01755	CDS	396	ribH1	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase 1
LHHIPBPA_01756	CDS	531	nusB			Transcription antitermination protein NusB
LHHIPBPA_01757	CDS	990	thiL	2.7.4.16	COG0611	Thiamine-monophosphate kinase
LHHIPBPA_01758	CDS	417				hypothetical protein
LHHIPBPA_01759	CDS	2154	hppA	7.1.3.1	COG3808	K(+)-insensitive pyrophosphate-energized proton pump
LHHIPBPA_01760	CDS	477				hypothetical protein
LHHIPBPA_01761	CDS	528				hypothetical protein
LHHIPBPA_01762	CDS	513				hypothetical protein
LHHIPBPA_01763	CDS	1086	plsX	2.3.1.274	COG0416	Phosphate acyltransferase
LHHIPBPA_01764	CDS	978	fabH	2.3.1.180		3-oxoacyl-[acyl-carrier-protein] synthase 3
LHHIPBPA_01765	CDS	309	ihfA		COG0776	Integration host factor subunit alpha
LHHIPBPA_01766	CDS	426				hypothetical protein
LHHIPBPA_01767	tRNA	77				tRNA-Pro(ggg)
LHHIPBPA_01768	CDS	873				hypothetical protein
LHHIPBPA_01769	CDS	708				hypothetical protein
LHHIPBPA_01770	CDS	1206				hypothetical protein
LHHIPBPA_01771	CDS	540				hypothetical protein
LHHIPBPA_01772	CDS	1293				hypothetical protein
LHHIPBPA_01773	CDS	234				hypothetical protein
LHHIPBPA_01774	CDS	744				hypothetical protein
LHHIPBPA_01775	CDS	717				hypothetical protein
LHHIPBPA_01776	CDS	432				hypothetical protein
LHHIPBPA_01777	CDS	222				hypothetical protein
LHHIPBPA_01778	CDS	429				hypothetical protein
LHHIPBPA_01779	CDS	1323	xerC_4			Tyrosine recombinase XerC
LHHIPBPA_01780	CDS	204				hypothetical protein
LHHIPBPA_01781	CDS	252				hypothetical protein
LHHIPBPA_01782	CDS	1068	ctaA	1.3.-.-	COG1612	Heme A synthase
LHHIPBPA_01783	CDS	1167	dinB	2.7.7.7	COG0389	DNA polymerase IV
LHHIPBPA_01784	CDS	369	divK			Polar-differentiation response regulator DivK
LHHIPBPA_01785	CDS	1365	pleD			Response regulator PleD
LHHIPBPA_01786	CDS	168	rpmG		COG0267	50S ribosomal protein L33
LHHIPBPA_01787	CDS	564				hypothetical protein
LHHIPBPA_01788	CDS	612				hypothetical protein
LHHIPBPA_01789	CDS	2775	gyrA_1	5.6.2.2	COG0188	DNA gyrase subunit A
LHHIPBPA_01790	CDS	804				hypothetical protein
LHHIPBPA_01791	CDS	483	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
LHHIPBPA_01792	CDS	861				hypothetical protein
LHHIPBPA_01793	CDS	882				hypothetical protein
LHHIPBPA_01794	CDS	1104	ppx1	3.6.1.11	COG0248	Exopolyphosphatase 1
LHHIPBPA_01795	CDS	315	hspQ			Heat shock protein HspQ
LHHIPBPA_01796	CDS	876	phhA	1.14.16.1	COG3186	Phenylalanine-4-hydroxylase
LHHIPBPA_01797	CDS	627				hypothetical protein
LHHIPBPA_01798	CDS	237				hypothetical protein
LHHIPBPA_01799	CDS	423				hypothetical protein
LHHIPBPA_01800	CDS	1344	astB	3.5.3.23	COG3724	N-succinylarginine dihydrolase
LHHIPBPA_01801	CDS	1419	astD	1.2.1.71	COG1012	N-succinylglutamate 5-semialdehyde dehydrogenase
LHHIPBPA_01802	CDS	1008	astA	2.3.1.109	COG3138	Arginine N-succinyltransferase
LHHIPBPA_01803	CDS	1251	cpg2	3.4.17.11		Carboxypeptidase G2
LHHIPBPA_01804	CDS	531				hypothetical protein
LHHIPBPA_01805	CDS	4224				hypothetical protein
LHHIPBPA_01806	CDS	1791	tamA		COG0729	Translocation and assembly module subunit TamA
LHHIPBPA_01807	CDS	261				hypothetical protein
LHHIPBPA_01808	CDS	1734	rcsC_10	2.7.13.3		Sensor histidine kinase RcsC
LHHIPBPA_01809	CDS	1083	uctC	2.8.3.19		Acetyl-CoA:oxalate CoA-transferase
LHHIPBPA_01810	tRNA	77				tRNA-Lys(ttt)
LHHIPBPA_01811	CDS	534				hypothetical protein
LHHIPBPA_01812	CDS	1122	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
LHHIPBPA_01813	CDS	90				hypothetical protein
LHHIPBPA_01814	CDS	1134	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
LHHIPBPA_01815	CDS	1485	rcsC_11	2.7.13.3		Sensor histidine kinase RcsC
LHHIPBPA_01816	CDS	1674	lysS	6.1.1.6	COG1384	Lysine--tRNA ligase
LHHIPBPA_01817	CDS	483				hypothetical protein
LHHIPBPA_01818	CDS	471				hypothetical protein
LHHIPBPA_01819	CDS	357				hypothetical protein
LHHIPBPA_01820	CDS	399				hypothetical protein
LHHIPBPA_01821	CDS	474				hypothetical protein
LHHIPBPA_01822	CDS	1635	rcsC_12	2.7.13.3		Sensor histidine kinase RcsC
LHHIPBPA_01823	CDS	720	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
LHHIPBPA_01824	CDS	636	queE	4.3.99.3		7-carboxy-7-deazaguanine synthase
LHHIPBPA_01825	CDS	369	queD	4.1.2.50	COG0720	6-carboxy-5,6,7,8-tetrahydropterin synthase
LHHIPBPA_01826	CDS	474	yafP	2.3.1.-	COG0454	putative N-acetyltransferase YafP
LHHIPBPA_01827	CDS	273				hypothetical protein
LHHIPBPA_01828	tRNA	77				tRNA-Val(tac)
LHHIPBPA_01829	CDS	3192				hypothetical protein
LHHIPBPA_01830	CDS	1521	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
LHHIPBPA_01831	CDS	516				hypothetical protein
LHHIPBPA_01832	CDS	2106	gyrB_1	5.6.2.2	COG0187	DNA gyrase subunit B
LHHIPBPA_01833	CDS	1332				hypothetical protein
LHHIPBPA_01834	CDS	2337	pcrA	3.6.4.12		ATP-dependent DNA helicase PcrA
LHHIPBPA_01835	CDS	198				hypothetical protein
LHHIPBPA_01836	CDS	303				hypothetical protein
LHHIPBPA_01837	CDS	714				hypothetical protein
LHHIPBPA_01838	CDS	237				hypothetical protein
LHHIPBPA_01839	CDS	756				hypothetical protein
LHHIPBPA_01840	CDS	375				hypothetical protein
LHHIPBPA_01841	CDS	471				hypothetical protein
LHHIPBPA_01842	CDS	177				hypothetical protein
LHHIPBPA_01843	CDS	417	yccF		COG3304	Inner membrane protein YccF
LHHIPBPA_01844	CDS	1392	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
LHHIPBPA_01845	CDS	366				hypothetical protein
LHHIPBPA_01846	CDS	762				hypothetical protein
LHHIPBPA_01847	CDS	492				hypothetical protein
LHHIPBPA_01848	CDS	870	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
LHHIPBPA_01849	CDS	1104				Iron-sulfur cluster carrier protein
LHHIPBPA_01850	CDS	423				hypothetical protein
LHHIPBPA_01851	CDS	387				hypothetical protein
LHHIPBPA_01852	CDS	1098	baiCD	1.3.1.115	COG0446	3-oxocholoyl-CoA 4-desaturase
LHHIPBPA_01853	CDS	285				hypothetical protein
LHHIPBPA_01854	CDS	321				hypothetical protein
LHHIPBPA_01855	CDS	516	dhfrIII	1.5.1.3		Dihydrofolate reductase type 3
LHHIPBPA_01856	CDS	306				hypothetical protein
LHHIPBPA_01857	CDS	870	thyA	2.1.1.45	COG0207	Thymidylate synthase
LHHIPBPA_01858	CDS	570				hypothetical protein
LHHIPBPA_01859	CDS	276				hypothetical protein
LHHIPBPA_01860	CDS	549				hypothetical protein
LHHIPBPA_01861	CDS	987	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
LHHIPBPA_01862	CDS	1035	potA	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
LHHIPBPA_01863	CDS	1548				hypothetical protein
LHHIPBPA_01864	CDS	1044	idiA		COG1840	Iron deficiency-induced protein A
LHHIPBPA_01865	tRNA	77				tRNA-Pro(cgg)
LHHIPBPA_01866	tRNA	74				tRNA-Gln(ttg)
LHHIPBPA_01867	CDS	1641				hypothetical protein
LHHIPBPA_01868	CDS	150				hypothetical protein
LHHIPBPA_01869	CDS	486				hypothetical protein
LHHIPBPA_01870	CDS	909				hypothetical protein
LHHIPBPA_01871	CDS	501				hypothetical protein
LHHIPBPA_01872	CDS	597	hin_2		COG1961	DNA-invertase hin
LHHIPBPA_01873	CDS	429				hypothetical protein
LHHIPBPA_01874	CDS	129				hypothetical protein
LHHIPBPA_01875	CDS	612				hypothetical protein
LHHIPBPA_01876	CDS	2874				hypothetical protein
LHHIPBPA_01877	CDS	453				hypothetical protein
LHHIPBPA_01878	CDS	321				hypothetical protein
LHHIPBPA_01879	CDS	246				hypothetical protein
LHHIPBPA_01880	CDS	711				hypothetical protein
LHHIPBPA_01881	CDS	1779				hypothetical protein
LHHIPBPA_01882	CDS	1242	rnj1	3.1.-.-		Ribonuclease J 1
LHHIPBPA_01883	CDS	1125				hypothetical protein
LHHIPBPA_01884	CDS	648	yedK_2	3.4.-.-	COG2135	SOS response-associated protein YedK
LHHIPBPA_01885	CDS	249				hypothetical protein
LHHIPBPA_01886	CDS	735				hypothetical protein
LHHIPBPA_01887	CDS	1095				hypothetical protein
LHHIPBPA_01888	CDS	486				hypothetical protein
LHHIPBPA_01889	CDS	390				hypothetical protein
LHHIPBPA_01890	CDS	423				hypothetical protein
LHHIPBPA_01891	CDS	666				hypothetical protein
LHHIPBPA_01892	CDS	384				hypothetical protein
LHHIPBPA_01893	CDS	273				hypothetical protein
LHHIPBPA_01894	CDS	477				hypothetical protein
LHHIPBPA_01895	CDS	621				hypothetical protein
LHHIPBPA_01896	CDS	1554				IS21 family transposase ISPpu7
LHHIPBPA_01897	CDS	741				IS21 family transposase ISRel16
LHHIPBPA_01898	CDS	318				hypothetical protein
LHHIPBPA_01899	CDS	318				hypothetical protein
LHHIPBPA_01900	CDS	726				hypothetical protein
LHHIPBPA_01901	CDS	414				hypothetical protein
LHHIPBPA_01902	CDS	429				hypothetical protein
LHHIPBPA_01903	CDS	273				hypothetical protein
LHHIPBPA_01904	CDS	240				hypothetical protein
LHHIPBPA_01905	CDS	105				hypothetical protein
LHHIPBPA_01906	CDS	378				hypothetical protein
LHHIPBPA_01907	CDS	351				hypothetical protein
LHHIPBPA_01908	CDS	261				hypothetical protein
LHHIPBPA_01909	CDS	867	dinG_3	3.1.-.-		3'-5' exonuclease DinG
LHHIPBPA_01910	CDS	939				hypothetical protein
LHHIPBPA_01911	CDS	462				hypothetical protein
LHHIPBPA_01912	CDS	768				hypothetical protein
LHHIPBPA_01913	CDS	270				hypothetical protein
LHHIPBPA_01914	CDS	924	apaH	3.6.1.41		Bis(5'-nucleosyl)-tetraphosphatase, symmetrical
LHHIPBPA_01915	CDS	480				hypothetical protein
LHHIPBPA_01916	CDS	963				hypothetical protein
LHHIPBPA_01917	CDS	456				hypothetical protein
LHHIPBPA_01918	CDS	468				hypothetical protein
LHHIPBPA_01919	CDS	2094	dapb1	3.4.14.-		Dipeptidyl aminopeptidase BI
LHHIPBPA_01920	CDS	828				hypothetical protein
LHHIPBPA_01921	CDS	870	garR	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
LHHIPBPA_01922	CDS	513	C1-hpah	1.5.1.36		p-hydroxyphenylacetate 3-hydroxylase, reductase component
LHHIPBPA_01923	CDS	903	motB		COG1360	Motility protein B
LHHIPBPA_01924	CDS	759	bpt	2.3.2.29	COG2935	Aspartate/glutamate leucyltransferase
LHHIPBPA_01925	CDS	1026	htpX_2	3.4.24.-		Protease HtpX
LHHIPBPA_01926	CDS	579	lemA		COG1704	Protein LemA
LHHIPBPA_01927	CDS	1398	parC	5.6.2.2	COG0188	DNA topoisomerase 4 subunit A
LHHIPBPA_01928	CDS	834	gyrA_2	5.6.2.2	COG0188	Type 2 topoisomerase subunit A
LHHIPBPA_01929	CDS	732	recO			DNA repair protein RecO
LHHIPBPA_01930	CDS	465				hypothetical protein
LHHIPBPA_01931	CDS	339				hypothetical protein
LHHIPBPA_01932	CDS	228				hypothetical protein
LHHIPBPA_01933	CDS	534				hypothetical protein
LHHIPBPA_01934	CDS	480				hypothetical protein
LHHIPBPA_01935	CDS	435				hypothetical protein
LHHIPBPA_01936	CDS	1236	dap_1	3.4.11.19		D-aminopeptidase
LHHIPBPA_01937	CDS	948	era			GTPase Era
LHHIPBPA_01938	CDS	717	rnc	3.1.26.3	COG0571	Ribonuclease 3
LHHIPBPA_01939	CDS	729	lepB	3.4.21.89	COG0681	Signal peptidase I
LHHIPBPA_01940	CDS	255				hypothetical protein
LHHIPBPA_01941	CDS	150				hypothetical protein
LHHIPBPA_01942	CDS	402	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
LHHIPBPA_01943	CDS	738	pdxJ	2.6.99.2	COG0854	Pyridoxine 5'-phosphate synthase
LHHIPBPA_01944	CDS	591	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
LHHIPBPA_01945	CDS	780				hypothetical protein
LHHIPBPA_01946	CDS	2187	rsh	2.7.6.5		GTP pyrophosphokinase rsh
LHHIPBPA_01947	CDS	360	rpoZ	2.7.7.6		DNA-directed RNA polymerase subunit omega
LHHIPBPA_01948	CDS	558				hypothetical protein
LHHIPBPA_01949	CDS	336	udgb	3.2.2.-	COG1573	Type-5 uracil-DNA glycosylase
LHHIPBPA_01950	CDS	195				hypothetical protein
LHHIPBPA_01951	CDS	471	smpB			SsrA-binding protein
LHHIPBPA_01952	CDS	885	dapA_2	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
LHHIPBPA_01953	CDS	2139				hypothetical protein
LHHIPBPA_01954	CDS	798	hmuV	3.6.3.-		Hemin import ATP-binding protein HmuV
LHHIPBPA_01955	CDS	702	yfiZ		COG0609	putative siderophore transport system permease protein YfiZ
